"Datetime","Temperature","Humidity","WindSpeed","Rain","Weather"
2020-01-06 15:00:00,33.3,54,4.2,7.9,"Rain"
2020-01-06 16:00:00,7.4,93,6,4.9,"Windy"
2020-01-06 17:00:00,29.4,58,6.8,1.9,"Cloudy"
2020-01-06 18:00:00,41.1,97,4.7,3.5,"Rain"
2020-01-06 19:00:00,7.6,48,5.2,2.2,"Cloudy"
2020-01-06 20:00:00,29,70,9,28.8,"Sunny"
2020-01-06 21:00:00,19.4,47,5.7,6.3,"Fog"
2020-01-06 22:00:00,6.3,65,7,9.1,"Cloudy"
2020-01-06 23:00:00,6.9,63,3.5,2.3,"Fog"
2020-01-07,6,42,4.6,5.9,"Cloudy"
2020-01-07 01:00:00,16.7,92,2.3,19.2,"Thunderstorm"
2020-01-07 02:00:00,7.4,30,4.5,2.1,"Cloudy"
2020-01-07 03:00:00,28.9,41,5.1,0.7,"Sunny"
2020-01-07 04:00:00,43,52,7.2,6.9,"Fog"
2020-01-07 05:00:00,9.1,55,5,0,"Sunny"
2020-01-07 06:00:00,29.9,90,4.8,1.9,"Thunderstorm"
2020-01-07 07:00:00,29.7,95,4.4,4.8,"Fog"
2020-01-07 08:00:00,25.3,35,2.1,3,"Windy"
2020-01-07 09:00:00,11.9,34,6,4.8,"Thunderstorm"
2020-01-07 10:00:00,20.8,51,6.8,2.3,"Windy"
2020-01-07 11:00:00,19.2,69,5.2,2.7,"Thunderstorm"
2020-01-07 12:00:00,27.6,59,5.8,7.8,"Sunny"
2020-01-07 13:00:00,18.3,79,4.4,5.7,"Sunny"
2020-01-07 14:00:00,31.8,61,4.9,0.1,"Rain"
2020-01-07 15:00:00,18.3,93,2.7,2,"Rain"
2020-01-07 16:00:00,32.5,68,5.9,4.9,"Thunderstorm"
2020-01-07 17:00:00,11.5,96,3.8,7.2,"Rain"
2020-01-07 18:00:00,9.4,53,5,0.8,"Windy"
2020-01-07 19:00:00,54.4,61,4.7,6.3,"Rain"
2020-01-07 20:00:00,17.8,49,6.1,4.5,"Sunny"
2020-01-07 21:00:00,25,38,2.7,0.9,"Thunderstorm"
2020-01-07 22:00:00,28.4,63,4.7,1,"Windy"
2020-01-07 23:00:00,17.2,33,8.4,3,"Sunny"
2020-01-08,27.2,50,1.4,0.9,"Windy"
2020-01-08 01:00:00,25.7,82,4,11.9,"Thunderstorm"
2020-01-08 02:00:00,19.8,95,0.4,0.6,"Cloudy"
2020-01-08 03:00:00,22.7,89,5.1,1.4,"Rain"
2020-01-08 04:00:00,21.7,36,5.4,6.1,"Cloudy"
2020-01-08 05:00:00,43.3,86,5.1,8.4,"Cloudy"
2020-01-08 06:00:00,14.6,32,6.3,0.3,"Thunderstorm"
2020-01-08 07:00:00,11,97,4.8,20.7,"Windy"
2020-01-08 08:00:00,22.4,97,2.6,0.9,"Sunny"
2020-01-08 09:00:00,25.1,64,4.4,3.9,"Windy"
2020-01-08 10:00:00,26.4,84,3.3,0.7,"Cloudy"
2020-01-08 11:00:00,17.4,35,4.5,6.1,"Sunny"
2020-01-08 12:00:00,11.4,62,4.6,2.8,"Rain"
2020-01-08 13:00:00,34.6,65,8,9.6,"Fog"
2020-01-08 14:00:00,18.5,80,7.6,3.9,"Fog"
2020-01-08 15:00:00,13.3,50,2.8,5.6,"Thunderstorm"
2020-01-08 16:00:00,19.6,75,4.4,0.6,"Windy"
2020-01-08 17:00:00,20,75,6.2,4.2,"Windy"
2020-01-08 18:00:00,33.1,63,6.9,0.4,"Thunderstorm"
2020-01-08 19:00:00,22.8,36,3.5,12.5,"Rain"
2020-01-08 20:00:00,29.5,57,7.1,3.3,"Thunderstorm"
2020-01-08 21:00:00,17,54,1.9,5,"Fog"
2020-01-08 22:00:00,24.1,51,4.6,0.9,"Rain"
2020-01-08 23:00:00,18.8,73,4.5,0.2,"Rain"
2020-01-09,22.9,85,5.5,4.9,"Sunny"
2020-01-09 01:00:00,13,47,3.6,2.2,"Cloudy"
2020-01-09 02:00:00,8.9,49,3,7.2,"Fog"
2020-01-09 03:00:00,42,59,5.2,8.3,"Fog"
2020-01-09 04:00:00,28,71,6.9,6.5,"Cloudy"
2020-01-09 05:00:00,9.5,67,2.3,10.1,"Windy"
2020-01-09 06:00:00,15.9,49,7.8,10.7,"Rain"
2020-01-09 07:00:00,10.1,84,8,12.2,"Sunny"
2020-01-09 08:00:00,44,92,3.6,5.8,"Cloudy"
2020-01-09 09:00:00,35.1,79,4.7,1,"Cloudy"
2020-01-09 10:00:00,19.3,83,6.6,4.7,"Thunderstorm"
2020-01-09 11:00:00,27.4,88,8,5.6,"Cloudy"
2020-01-09 12:00:00,17.9,92,4.5,2.3,"Fog"
2020-01-09 13:00:00,17.2,98,4.4,9.5,"Sunny"
2020-01-09 14:00:00,14.1,86,4.8,2,"Thunderstorm"
2020-01-09 15:00:00,16.1,57,4.6,6.2,"Cloudy"
2020-01-09 16:00:00,38.5,68,3.4,4.8,"Fog"
2020-01-09 17:00:00,21.5,86,4.2,9.9,"Cloudy"
2020-01-09 18:00:00,23.2,36,6.2,3.9,"Thunderstorm"
2020-01-09 19:00:00,24.4,32,4.9,7.1,"Thunderstorm"
2020-01-09 20:00:00,34.3,56,7.3,4.1,"Cloudy"
2020-01-09 21:00:00,16.8,92,6.4,1.4,"Sunny"
2020-01-09 22:00:00,12.1,49,4.9,5,"Windy"
2020-01-09 23:00:00,38.8,77,9.4,6.8,"Windy"
2020-01-10,17.6,92,4.3,12.5,"Cloudy"
2020-01-10 01:00:00,14.8,36,6.8,0.3,"Fog"
2020-01-10 02:00:00,9.6,61,5.9,1.2,"Windy"
2020-01-10 03:00:00,9.2,72,6.7,1.9,"Windy"
2020-01-10 04:00:00,16.3,35,5.7,0.2,"Thunderstorm"
2020-01-10 05:00:00,28.2,91,4.9,7.4,"Sunny"
2020-01-10 06:00:00,33.1,63,3.7,4.6,"Sunny"
2020-01-10 07:00:00,29.1,32,3.3,2.6,"Windy"
2020-01-10 08:00:00,18.4,79,6.6,2.8,"Rain"
2020-01-10 09:00:00,22.6,67,7.8,8,"Sunny"
2020-01-10 10:00:00,15,64,4.6,3.5,"Fog"
2020-01-10 11:00:00,14.8,47,3.7,0.5,"Sunny"
2020-01-10 12:00:00,30.8,48,5.1,3,"Cloudy"
2020-01-10 13:00:00,11.8,82,4.8,0.1,"Windy"
2020-01-10 14:00:00,41.6,82,8.3,0.3,"Fog"
2020-01-10 15:00:00,21.1,70,1.4,1.8,"Fog"
2020-01-10 16:00:00,24.1,80,3.2,13.9,"Windy"
2020-01-10 17:00:00,14.6,46,4.5,1.4,"Fog"
2020-01-10 18:00:00,16.3,74,2.6,1.7,"Windy"
2020-01-10 19:00:00,8.8,84,3.1,6.9,"Sunny"
2020-01-10 20:00:00,20.2,71,7.4,21.3,"Sunny"
2020-01-10 21:00:00,26.2,70,3,0.7,"Thunderstorm"
2020-01-10 22:00:00,25.2,53,4.6,5.6,"Fog"
2020-01-10 23:00:00,14.2,74,2.4,2.9,"Rain"
2020-01-11,14.1,77,7,3.4,"Fog"
2020-01-11 01:00:00,17,96,3.7,6.1,"Fog"
2020-01-11 02:00:00,37,79,2.6,0.6,"Cloudy"
2020-01-11 03:00:00,10.6,43,3.7,1,"Rain"
2020-01-11 04:00:00,20.2,90,5.7,4,"Sunny"
2020-01-11 05:00:00,41,58,3.4,7.4,"Cloudy"
2020-01-11 06:00:00,21,99,4.4,8.2,"Rain"
2020-01-11 07:00:00,8.4,44,2.8,0.7,"Thunderstorm"
2020-01-11 08:00:00,15.4,81,5.8,1.6,"Rain"
2020-01-11 09:00:00,26.9,72,2.9,8.9,"Thunderstorm"
2020-01-11 10:00:00,18.2,75,4.8,0.8,"Sunny"
2020-01-11 11:00:00,16.4,47,4.8,8.8,"Cloudy"
2020-01-11 12:00:00,18.6,82,7,3.1,"Sunny"
2020-01-11 13:00:00,22.9,39,4.1,1.5,"Fog"
2020-01-11 14:00:00,38,93,5.9,4.6,"Cloudy"
2020-01-11 15:00:00,21.1,56,4.1,6.4,"Thunderstorm"
2020-01-11 16:00:00,32.8,75,3,9.5,"Rain"
2020-01-11 17:00:00,28.3,60,6.3,12.3,"Thunderstorm"
2020-01-11 18:00:00,20.9,82,2.8,2,"Cloudy"
2020-01-11 19:00:00,6.7,39,4.9,0.5,"Sunny"
2020-01-11 20:00:00,16.8,63,4.3,3.3,"Fog"
2020-01-11 21:00:00,17.1,56,5.4,4.6,"Windy"
2020-01-11 22:00:00,22.5,65,3.6,1.6,"Cloudy"
2020-01-11 23:00:00,35,98,3.6,13.5,"Rain"
2020-01-12,44.9,54,4.4,5.3,"Rain"
2020-01-12 01:00:00,37.5,99,6.4,7.8,"Sunny"
2020-01-12 02:00:00,20.7,98,8,12,"Cloudy"
2020-01-12 03:00:00,4.4,61,4.8,3.9,"Thunderstorm"
2020-01-12 04:00:00,18.1,92,3.2,10.1,"Rain"
2020-01-12 05:00:00,22.9,38,6.5,8.8,"Fog"
2020-01-12 06:00:00,30.5,95,6.3,13.1,"Fog"
2020-01-12 07:00:00,31.6,81,6,11.9,"Fog"
2020-01-12 08:00:00,28.8,70,6.7,7.1,"Windy"
2020-01-12 09:00:00,8,62,2.2,10,"Rain"
2020-01-12 10:00:00,30.5,49,5.9,2,"Rain"
2020-01-12 11:00:00,17.5,99,2.4,5.1,"Cloudy"
2020-01-12 12:00:00,23.7,40,3.4,5.6,"Sunny"
2020-01-12 13:00:00,22.7,40,4.7,3.9,"Sunny"
2020-01-12 14:00:00,26.3,43,4.4,4.7,"Sunny"
2020-01-12 15:00:00,22.2,89,8.8,1.9,"Rain"
2020-01-12 16:00:00,5.3,75,3.7,4.2,"Rain"
2020-01-12 17:00:00,29.4,96,3.2,3.2,"Fog"
2020-01-12 18:00:00,25.9,82,4.1,8.7,"Windy"
2020-01-12 19:00:00,19.3,93,6.2,0.4,"Cloudy"
2020-01-12 20:00:00,23.2,52,6.6,1.7,"Rain"
2020-01-12 21:00:00,23.3,46,2.5,1.9,"Rain"
2020-01-12 22:00:00,24.2,34,1.6,1.7,"Sunny"
2020-01-12 23:00:00,38.4,44,4.8,9.5,"Fog"
2020-01-13,19.8,43,4.6,4.3,"Sunny"
2020-01-13 01:00:00,23.7,50,5.5,5.2,"Sunny"
2020-01-13 02:00:00,33.7,35,5,4.8,"Thunderstorm"
2020-01-13 03:00:00,32.5,33,4.4,0.8,"Windy"
2020-01-13 04:00:00,33.5,56,5.1,0.6,"Fog"
2020-01-13 05:00:00,16.2,32,3,10,"Rain"
2020-01-13 06:00:00,42,41,3.6,1,"Fog"
2020-01-13 07:00:00,22.7,57,4.4,20.3,"Fog"
2020-01-13 08:00:00,40.7,85,5.2,8.2,"Windy"
2020-01-13 09:00:00,8.5,41,2.4,2.4,"Sunny"
2020-01-13 10:00:00,22.2,96,3.6,9.4,"Cloudy"
2020-01-13 11:00:00,34.5,40,8.5,4,"Rain"
2020-01-13 12:00:00,14.8,73,6.6,12.4,"Rain"
2020-01-13 13:00:00,14.5,60,8,5.5,"Rain"
2020-01-13 14:00:00,12.6,92,0.9,0.5,"Rain"
2020-01-13 15:00:00,11.5,74,6.9,16.4,"Sunny"
2020-01-13 16:00:00,17.6,65,6.2,7,"Fog"
2020-01-13 17:00:00,25.3,31,4.5,0,"Windy"
2020-01-13 18:00:00,1.9,68,5.5,1.8,"Rain"
2020-01-13 19:00:00,24.1,72,5.2,8.3,"Sunny"
2020-01-13 20:00:00,34.4,85,6.3,1.3,"Cloudy"
2020-01-13 21:00:00,42.4,42,8.1,5.5,"Fog"
2020-01-13 22:00:00,35,53,5.7,3.1,"Windy"
2020-01-13 23:00:00,29.6,44,4.1,3.4,"Thunderstorm"
2020-01-14,4.7,56,5.9,1.9,"Sunny"
2020-01-14 01:00:00,16,44,5.8,0.3,"Sunny"
2020-01-14 02:00:00,18.5,55,7,2.2,"Sunny"
2020-01-14 03:00:00,29,74,2.9,1.3,"Cloudy"
2020-01-14 04:00:00,20.9,96,1.4,4.1,"Rain"
2020-01-14 05:00:00,9.4,90,1.8,22.6,"Rain"
2020-01-14 06:00:00,38.8,40,5.2,6.2,"Thunderstorm"
2020-01-14 07:00:00,31.1,48,7.8,2.1,"Windy"
2020-01-14 08:00:00,24.4,69,4.7,2.2,"Fog"
2020-01-14 09:00:00,34.2,48,6.1,2.6,"Rain"
2020-01-14 10:00:00,8.6,77,7.2,5.8,"Thunderstorm"
2020-01-14 11:00:00,28.6,97,4.2,0.8,"Windy"
2020-01-14 12:00:00,16.8,38,4.6,7.8,"Thunderstorm"
2020-01-14 13:00:00,28.8,91,6.2,0.6,"Thunderstorm"
2020-01-14 14:00:00,21.4,80,6.7,0.1,"Fog"
2020-01-14 15:00:00,28.3,64,5.2,2.3,"Windy"
2020-01-14 16:00:00,35.4,32,0.9,1,"Thunderstorm"
2020-01-14 17:00:00,22.1,56,9.3,6,"Sunny"
2020-01-14 18:00:00,32.2,63,6.4,6.6,"Rain"
2020-01-14 19:00:00,10.1,73,5.2,2.2,"Rain"
2020-01-14 20:00:00,14.8,42,3.7,0.6,"Fog"
2020-01-14 21:00:00,37.2,97,7,5.9,"Rain"
2020-01-14 22:00:00,25.8,57,7.3,7.3,"Sunny"
2020-01-14 23:00:00,1.5,70,8,3.5,"Sunny"
2020-01-15,8.4,76,3.1,8.1,"Windy"
2020-01-15 01:00:00,20,59,2.1,5,"Windy"
2020-01-15 02:00:00,30.7,73,5,0,"Cloudy"
2020-01-15 03:00:00,21,72,4,2.1,"Thunderstorm"
2020-01-15 04:00:00,28.2,83,5.3,0.2,"Windy"
2020-01-15 05:00:00,31.6,80,5,3.4,"Cloudy"
2020-01-15 06:00:00,38.7,89,1.3,5.7,"Thunderstorm"
2020-01-15 07:00:00,22.6,64,0.7,1.3,"Cloudy"
2020-01-15 08:00:00,21.5,58,1.6,3.6,"Fog"
2020-01-15 09:00:00,4.5,38,7,5.6,"Windy"
2020-01-15 10:00:00,23,52,4.9,4.3,"Thunderstorm"
2020-01-15 11:00:00,16.3,33,4.4,8.8,"Thunderstorm"
2020-01-15 12:00:00,12.3,61,5.4,6.1,"Windy"
2020-01-15 13:00:00,20.2,66,3.9,0.7,"Rain"
2020-01-15 14:00:00,32.1,31,2.4,0.1,"Windy"
2020-01-15 15:00:00,2.1,78,4,1.3,"Windy"
2020-01-15 16:00:00,17.7,38,5.9,0.6,"Thunderstorm"
2020-01-15 17:00:00,23.2,47,2.7,4.9,"Windy"
2020-01-15 18:00:00,13.1,42,9.3,1.6,"Thunderstorm"
2020-01-15 19:00:00,25.3,32,6,6.1,"Windy"
2020-01-15 20:00:00,26.1,66,5.5,7,"Thunderstorm"
2020-01-15 21:00:00,21.7,40,5.6,0.5,"Fog"
2020-01-15 22:00:00,-2.7,90,5.4,3.1,"Fog"
2020-01-15 23:00:00,47.7,84,2.1,12.1,"Windy"
2020-01-16,19.9,68,3.2,4.3,"Thunderstorm"
2020-01-16 01:00:00,28.5,37,6.6,2.5,"Thunderstorm"
2020-01-16 02:00:00,24.7,55,4.6,2.8,"Rain"
2020-01-16 03:00:00,32.2,57,5.8,5.2,"Windy"
2020-01-16 04:00:00,30.2,75,4,0.4,"Thunderstorm"
2020-01-16 05:00:00,19.9,53,3.9,5,"Windy"
2020-01-16 06:00:00,25.8,53,6.7,5.3,"Windy"
2020-01-16 07:00:00,12.5,91,5.7,1.5,"Windy"
2020-01-16 08:00:00,30.6,99,6.4,10.3,"Rain"
2020-01-16 09:00:00,17.4,46,6.2,0.1,"Cloudy"
2020-01-16 10:00:00,46.2,74,2.1,6.9,"Windy"
2020-01-16 11:00:00,5.5,30,0.8,3,"Thunderstorm"
2020-01-16 12:00:00,17.4,68,6.2,0.3,"Thunderstorm"
2020-01-16 13:00:00,30.3,47,5.7,7.3,"Sunny"
2020-01-16 14:00:00,27.1,83,5.1,4.9,"Thunderstorm"
2020-01-16 15:00:00,16.1,72,9,9.5,"Thunderstorm"
2020-01-16 16:00:00,12,49,6,1.1,"Cloudy"
2020-01-16 17:00:00,23.4,53,8.8,8.7,"Sunny"
2020-01-16 18:00:00,21.9,51,7.7,2,"Sunny"
2020-01-16 19:00:00,4.1,45,4.5,1.4,"Fog"
2020-01-16 20:00:00,22.3,88,4.5,2.3,"Thunderstorm"
2020-01-16 21:00:00,23.9,50,4.7,13.4,"Windy"
2020-01-16 22:00:00,23.7,37,8,5.8,"Cloudy"
2020-01-16 23:00:00,11.4,84,5.4,1.9,"Sunny"
2020-01-17,26.8,71,8.6,1.1,"Fog"
2020-01-17 01:00:00,35.8,59,4,0.3,"Cloudy"
2020-01-17 02:00:00,26.6,40,3.2,1.1,"Sunny"
2020-01-17 03:00:00,10.6,41,7.3,5.3,"Fog"
2020-01-17 04:00:00,17.6,36,6.1,1.8,"Cloudy"
2020-01-17 05:00:00,25.5,84,6.4,0.3,"Fog"
2020-01-17 06:00:00,15.5,80,8,8.8,"Sunny"
2020-01-17 07:00:00,0.4,35,4.8,0.3,"Thunderstorm"
2020-01-17 08:00:00,30.8,42,2.8,33.8,"Thunderstorm"
2020-01-17 09:00:00,13.7,77,4.2,1.4,"Rain"
2020-01-17 10:00:00,16.3,87,2.9,5.1,"Rain"
2020-01-17 11:00:00,37,55,7.7,8,"Rain"
2020-01-17 12:00:00,14.3,91,7.6,10.7,"Cloudy"
2020-01-17 13:00:00,30.5,92,3.9,3.9,"Cloudy"
2020-01-17 14:00:00,9.4,94,0.3,13.6,"Fog"
2020-01-17 15:00:00,18.5,31,6.2,2.4,"Windy"
2020-01-17 16:00:00,21.3,33,3.2,1.2,"Windy"
2020-01-17 17:00:00,10.3,51,7.8,13.4,"Rain"
2020-01-17 18:00:00,15.7,38,0.5,1.9,"Cloudy"
2020-01-17 19:00:00,21.7,96,8,17.2,"Fog"
2020-01-17 20:00:00,28.7,32,3.1,4.4,"Thunderstorm"
2020-01-17 21:00:00,5.5,43,4.1,1.6,"Rain"
2020-01-17 22:00:00,18.5,81,2.6,6,"Cloudy"
2020-01-17 23:00:00,29.6,31,5.2,18.7,"Cloudy"
2020-01-18,16.6,79,5.7,2.7,"Thunderstorm"
2020-01-18 01:00:00,24.3,60,3.3,12.9,"Fog"
2020-01-18 02:00:00,26.9,91,5.5,5.4,"Cloudy"
2020-01-18 03:00:00,24.7,76,6.7,3.4,"Thunderstorm"
2020-01-18 04:00:00,28.5,95,8.6,2.9,"Windy"
2020-01-18 05:00:00,20.8,86,4.3,5.2,"Cloudy"
2020-01-18 06:00:00,17.9,90,4.2,1.3,"Fog"
2020-01-18 07:00:00,-4.4,70,7.2,6.6,"Fog"
2020-01-18 08:00:00,21.1,44,2.6,1.5,"Sunny"
2020-01-18 09:00:00,26.3,51,5.5,6,"Fog"
2020-01-18 10:00:00,27.4,41,3.4,15.4,"Fog"
