Datetime,Temperature,Humidity,WindSpeed,Rain,Weather
2020-01-02T19:00:00Z,43.7,73,7.1,5.3,Thunderstorm
2020-01-02T20:00:00Z,34.1,63,3.8,0.7,Windy
2020-01-02T21:00:00Z,10.8,83,7.5,2.7,Rain
2020-01-02T22:00:00Z,18,68,4.3,7.3,Fog
2020-01-02T23:00:00Z,17.3,60,6.3,2.5,Thunderstorm
2020-01-03T00:00:00Z,29.8,49,5.3,5.1,Rain
2020-01-03T01:00:00Z,21.2,90,4.5,2.8,Sunny
2020-01-03T02:00:00Z,24.5,94,6.9,1.8,Sunny
2020-01-03T03:00:00Z,21.7,54,7,3,Sunny
2020-01-03T04:00:00Z,21.6,74,9.4,6.5,Rain
2020-01-03T05:00:00Z,35.7,47,5,3.2,Thunderstorm
2020-01-03T06:00:00Z,19.7,59,3.8,0.6,Cloudy
2020-01-03T07:00:00Z,37.2,62,5.6,4,Fog
2020-01-03T08:00:00Z,6.5,66,4.3,19.9,Thunderstorm
2020-01-03T09:00:00Z,27.8,90,6.3,10.3,Windy
2020-01-03T10:00:00Z,23.2,57,6,13.1,Thunderstorm
2020-01-03T11:00:00Z,24.2,49,2.9,5.7,Sunny
2020-01-03T12:00:00Z,25.8,78,5.5,9.2,Sunny
2020-01-03T13:00:00Z,17,69,2.9,7.2,Windy
2020-01-03T14:00:00Z,18.7,60,4.8,14.6,Windy
2020-01-03T15:00:00Z,11.8,42,1.6,11,Windy
2020-01-03T16:00:00Z,11.3,72,7.5,15.5,Sunny
2020-01-03T17:00:00Z,25,97,3.7,6,Sunny
2020-01-03T18:00:00Z,26.5,95,4.1,1.6,Windy
2020-01-03T19:00:00Z,22.5,86,5.1,13,Sunny
2020-01-03T20:00:00Z,31.2,94,5.2,2.8,Rain
2020-01-03T21:00:00Z,42.5,37,5.6,1.5,Rain
2020-01-03T22:00:00Z,17.1,43,6.1,5.4,Cloudy
2020-01-03T23:00:00Z,-1.1,84,7.2,4,Cloudy
2020-01-04T00:00:00Z,32.1,46,4,17.7,Cloudy
2020-01-04T01:00:00Z,14.9,65,3.9,3.1,Windy
2020-01-04T02:00:00Z,15.1,96,7.4,5.5,Sunny
2020-01-04T03:00:00Z,32.3,87,5.6,5.4,Sunny
2020-01-04T04:00:00Z,19.2,85,4.4,0.8,Fog
2020-01-04T05:00:00Z,9.8,93,6.1,2.7,Fog
2020-01-04T06:00:00Z,23.8,99,1.5,10,Sunny
2020-01-04T07:00:00Z,20.6,71,6.5,1.1,Fog
2020-01-04T08:00:00Z,22.1,93,5.4,7.4,Cloudy
2020-01-04T09:00:00Z,25.9,39,7.1,10.3,Thunderstorm
2020-01-04T10:00:00Z,18.3,58,8.3,0.1,Sunny
2020-01-04T11:00:00Z,28.4,49,4.8,13,Windy
2020-01-04T12:00:00Z,19.8,98,4.2,3.5,Rain
2020-01-04T13:00:00Z,25.3,90,7.2,6.5,Windy
2020-01-04T14:00:00Z,33,55,2.2,1.8,Cloudy
2020-01-04T15:00:00Z,26.4,73,9.4,4.4,Thunderstorm
2020-01-04T16:00:00Z,18.7,33,5.6,4.8,Thunderstorm
2020-01-04T17:00:00Z,33.5,96,7.2,3.1,Thunderstorm
2020-01-04T18:00:00Z,31.9,60,4.4,2.7,Fog
2020-01-04T19:00:00Z,27.5,41,5.3,2.7,Sunny
2020-01-04T20:00:00Z,24.4,47,6.8,20,Rain
2020-01-04T21:00:00Z,15.7,69,3.6,2.8,Rain
2020-01-04T22:00:00Z,35.6,94,5.2,0.6,Thunderstorm
2020-01-04T23:00:00Z,16,67,1,4.5,Sunny
2020-01-05T00:00:00Z,43.9,64,6.1,4.6,Cloudy
2020-01-05T01:00:00Z,37.3,76,4.8,3,Thunderstorm
2020-01-05T02:00:00Z,19.6,48,3.9,3.7,Sunny
2020-01-05T03:00:00Z,11.7,69,8.2,9.2,Sunny
2020-01-05T04:00:00Z,14.9,83,3.9,0.5,Windy
2020-01-05T05:00:00Z,24.6,72,2.7,3.8,Windy
2020-01-05T06:00:00Z,19.5,59,5.4,2.8,Fog
2020-01-05T07:00:00Z,18.5,68,2.7,2.6,Fog
2020-01-05T08:00:00Z,12.5,80,6,0.7,Thunderstorm
2020-01-05T09:00:00Z,21.5,31,6.8,4,Sunny
2020-01-05T10:00:00Z,14.2,57,4.4,4,Fog
2020-01-05T11:00:00Z,5.3,65,4.7,4.4,Rain
2020-01-05T12:00:00Z,18.2,77,3.6,0.2,Fog
2020-01-05T13:00:00Z,31.2,93,1.2,2.4,Thunderstorm
2020-01-05T14:00:00Z,16.2,58,7.1,1.5,Cloudy
2020-01-05T15:00:00Z,28.1,75,5.2,0,Sunny
2020-01-05T16:00:00Z,5.8,36,4.8,4.8,Sunny
2020-01-05T17:00:00Z,21.4,85,4,1,Thunderstorm
2020-01-05T18:00:00Z,27.2,93,9.1,2.5,Rain
2020-01-05T19:00:00Z,25,79,3,0.7,Rain
2020-01-05T20:00:00Z,23.1,84,3.9,0.6,Thunderstorm
2020-01-05T21:00:00Z,15.6,59,2.3,18.2,Fog
2020-01-05T22:00:00Z,13.5,34,3.7,2.6,Fog
2020-01-05T23:00:00Z,11.8,31,0.6,7.9,Thunderstorm
2020-01-06T00:00:00Z,23.2,38,3.9,7.2,Rain
2020-01-06T01:00:00Z,12.5,51,5.5,21.4,Windy
2020-01-06T02:00:00Z,17.1,94,2.2,12.3,Windy
2020-01-06T03:00:00Z,19.4,49,7.3,1.5,Thunderstorm
2020-01-06T04:00:00Z,40.4,48,4,6.3,Rain
2020-01-06T05:00:00Z,15.5,81,2.5,9.1,Fog
2020-01-06T06:00:00Z,24.4,66,0.7,6.5,Windy
2020-01-06T07:00:00Z,22.8,59,3,0.7,Sunny
2020-01-06T08:00:00Z,12.4,85,8.2,12.7,Thunderstorm
2020-01-06T09:00:00Z,21.3,34,6.3,2,Sunny
2020-01-06T10:00:00Z,36.4,49,8,6.1,Rain
2020-01-06T11:00:00Z,26.5,60,5.7,1.2,Fog
2020-01-06T12:00:00Z,22.4,98,4.5,2.9,Thunderstorm
2020-01-06T13:00:00Z,17.8,78,4,15.1,Sunny
2020-01-06T14:00:00Z,1.5,90,3,17.7,Windy
2020-01-06T15:00:00Z,33.3,54,4.2,7.9,Rain
2020-01-06T16:00:00Z,7.4,93,6,4.9,Windy
2020-01-06T17:00:00Z,29.4,58,6.8,1.9,Cloudy
2020-01-06T18:00:00Z,41.1,97,4.7,3.5,Rain
2020-01-06T19:00:00Z,7.6,48,5.2,2.2,Cloudy
2020-01-06T20:00:00Z,29,70,9,28.8,Sunny
2020-01-06T21:00:00Z,19.4,47,5.7,6.3,Fog
2020-01-06T22:00:00Z,6.3,65,7,9.1,Cloudy
2020-01-06T23:00:00Z,6.9,63,3.5,2.3,Fog
2020-01-07T00:00:00Z,6,42,4.6,5.9,Cloudy
2020-01-07T01:00:00Z,16.7,92,2.3,19.2,Thunderstorm
2020-01-07T02:00:00Z,7.4,30,4.5,2.1,Cloudy
2020-01-07T03:00:00Z,28.9,41,5.1,0.7,Sunny
2020-01-07T04:00:00Z,43,52,7.2,6.9,Fog
2020-01-07T05:00:00Z,9.1,55,5,0,Sunny
2020-01-07T06:00:00Z,29.9,90,4.8,1.9,Thunderstorm
2020-01-07T07:00:00Z,29.7,95,4.4,4.8,Fog
2020-01-07T08:00:00Z,25.3,35,2.1,3,Windy
2020-01-07T09:00:00Z,11.9,34,6,4.8,Thunderstorm
2020-01-07T10:00:00Z,20.8,51,6.8,2.3,Windy
2020-01-07T11:00:00Z,19.2,69,5.2,2.7,Thunderstorm
2020-01-07T12:00:00Z,27.6,59,5.8,7.8,Sunny
2020-01-07T13:00:00Z,18.3,79,4.4,5.7,Sunny
2020-01-07T14:00:00Z,31.8,61,4.9,0.1,Rain
2020-01-07T15:00:00Z,18.3,93,2.7,2,Rain
2020-01-07T16:00:00Z,32.5,68,5.9,4.9,Thunderstorm
2020-01-07T17:00:00Z,11.5,96,3.8,7.2,Rain
2020-01-07T18:00:00Z,9.4,53,5,0.8,Windy
2020-01-07T19:00:00Z,54.4,61,4.7,6.3,Rain
2020-01-07T20:00:00Z,17.8,49,6.1,4.5,Sunny
2020-01-07T21:00:00Z,25,38,2.7,0.9,Thunderstorm
2020-01-07T22:00:00Z,28.4,63,4.7,1,Windy
2020-01-07T23:00:00Z,17.2,33,8.4,3,Sunny
2020-01-08T00:00:00Z,27.2,50,1.4,0.9,Windy
2020-01-08T01:00:00Z,25.7,82,4,11.9,Thunderstorm
2020-01-08T02:00:00Z,19.8,95,0.4,0.6,Cloudy
2020-01-08T03:00:00Z,22.7,89,5.1,1.4,Rain
2020-01-08T04:00:00Z,21.7,36,5.4,6.1,Cloudy
2020-01-08T05:00:00Z,43.3,86,5.1,8.4,Cloudy
2020-01-08T06:00:00Z,14.6,32,6.3,0.3,Thunderstorm
2020-01-08T07:00:00Z,11,97,4.8,20.7,Windy
2020-01-08T08:00:00Z,22.4,97,2.6,0.9,Sunny
2020-01-08T09:00:00Z,25.1,64,4.4,3.9,Windy
2020-01-08T10:00:00Z,26.4,84,3.3,0.7,Cloudy
2020-01-08T11:00:00Z,17.4,35,4.5,6.1,Sunny
2020-01-08T12:00:00Z,11.4,62,4.6,2.8,Rain
2020-01-08T13:00:00Z,34.6,65,8,9.6,Fog
2020-01-08T14:00:00Z,18.5,80,7.6,3.9,Fog
2020-01-08T15:00:00Z,13.3,50,2.8,5.6,Thunderstorm
2020-01-08T16:00:00Z,19.6,75,4.4,0.6,Windy
2020-01-08T17:00:00Z,20,75,6.2,4.2,Windy
2020-01-08T18:00:00Z,33.1,63,6.9,0.4,Thunderstorm
2020-01-08T19:00:00Z,22.8,36,3.5,12.5,Rain
2020-01-08T20:00:00Z,29.5,57,7.1,3.3,Thunderstorm
2020-01-08T21:00:00Z,17,54,1.9,5,Fog
2020-01-08T22:00:00Z,24.1,51,4.6,0.9,Rain
2020-01-08T23:00:00Z,18.8,73,4.5,0.2,Rain
2020-01-09T00:00:00Z,22.9,85,5.5,4.9,Sunny
2020-01-09T01:00:00Z,13,47,3.6,2.2,Cloudy
2020-01-09T02:00:00Z,8.9,49,3,7.2,Fog
2020-01-09T03:00:00Z,42,59,5.2,8.3,Fog
2020-01-09T04:00:00Z,28,71,6.9,6.5,Cloudy
2020-01-09T05:00:00Z,9.5,67,2.3,10.1,Windy
2020-01-09T06:00:00Z,15.9,49,7.8,10.7,Rain
2020-01-09T07:00:00Z,10.1,84,8,12.2,Sunny
2020-01-09T08:00:00Z,44,92,3.6,5.8,Cloudy
2020-01-09T09:00:00Z,35.1,79,4.7,1,Cloudy
2020-01-09T10:00:00Z,19.3,83,6.6,4.7,Thunderstorm
2020-01-09T11:00:00Z,27.4,88,8,5.6,Cloudy
2020-01-09T12:00:00Z,17.9,92,4.5,2.3,Fog
2020-01-09T13:00:00Z,17.2,98,4.4,9.5,Sunny
2020-01-09T14:00:00Z,14.1,86,4.8,2,Thunderstorm
2020-01-09T15:00:00Z,16.1,57,4.6,6.2,Cloudy
2020-01-09T16:00:00Z,38.5,68,3.4,4.8,Fog
2020-01-09T17:00:00Z,21.5,86,4.2,9.9,Cloudy
2020-01-09T18:00:00Z,23.2,36,6.2,3.9,Thunderstorm
2020-01-09T19:00:00Z,24.4,32,4.9,7.1,Thunderstorm
2020-01-09T20:00:00Z,34.3,56,7.3,4.1,Cloudy
2020-01-09T21:00:00Z,16.8,92,6.4,1.4,Sunny
2020-01-09T22:00:00Z,12.1,49,4.9,5,Windy
2020-01-09T23:00:00Z,38.8,77,9.4,6.8,Windy
2020-01-10T00:00:00Z,17.6,92,4.3,12.5,Cloudy
2020-01-10T01:00:00Z,14.8,36,6.8,0.3,Fog
2020-01-10T02:00:00Z,9.6,61,5.9,1.2,Windy
2020-01-10T03:00:00Z,9.2,72,6.7,1.9,Windy
2020-01-10T04:00:00Z,16.3,35,5.7,0.2,Thunderstorm
2020-01-10T05:00:00Z,28.2,91,4.9,7.4,Sunny
2020-01-10T06:00:00Z,33.1,63,3.7,4.6,Sunny
2020-01-10T07:00:00Z,29.1,32,3.3,2.6,Windy
2020-01-10T08:00:00Z,18.4,79,6.6,2.8,Rain
2020-01-10T09:00:00Z,22.6,67,7.8,8,Sunny
2020-01-10T10:00:00Z,15,64,4.6,3.5,Fog
2020-01-10T11:00:00Z,14.8,47,3.7,0.5,Sunny
2020-01-10T12:00:00Z,30.8,48,5.1,3,Cloudy
2020-01-10T13:00:00Z,11.8,82,4.8,0.1,Windy
2020-01-10T14:00:00Z,41.6,82,8.3,0.3,Fog
2020-01-10T15:00:00Z,21.1,70,1.4,1.8,Fog
2020-01-10T16:00:00Z,24.1,80,3.2,13.9,Windy
2020-01-10T17:00:00Z,14.6,46,4.5,1.4,Fog
2020-01-10T18:00:00Z,16.3,74,2.6,1.7,Windy
2020-01-10T19:00:00Z,8.8,84,3.1,6.9,Sunny
2020-01-10T20:00:00Z,20.2,71,7.4,21.3,Sunny
2020-01-10T21:00:00Z,26.2,70,3,0.7,Thunderstorm
2020-01-10T22:00:00Z,25.2,53,4.6,5.6,Fog
2020-01-10T23:00:00Z,14.2,74,2.4,2.9,Rain
2020-01-11T00:00:00Z,14.1,77,7,3.4,Fog
2020-01-11T01:00:00Z,17,96,3.7,6.1,Fog
2020-01-11T02:00:00Z,37,79,2.6,0.6,Cloudy
2020-01-11T03:00:00Z,10.6,43,3.7,1,Rain
2020-01-11T04:00:00Z,20.2,90,5.7,4,Sunny
2020-01-11T05:00:00Z,41,58,3.4,7.4,Cloudy
2020-01-11T06:00:00Z,21,99,4.4,8.2,Rain
2020-01-11T07:00:00Z,8.4,44,2.8,0.7,Thunderstorm
2020-01-11T08:00:00Z,15.4,81,5.8,1.6,Rain
2020-01-11T09:00:00Z,26.9,72,2.9,8.9,Thunderstorm
2020-01-11T10:00:00Z,18.2,75,4.8,0.8,Sunny
2020-01-11T11:00:00Z,16.4,47,4.8,8.8,Cloudy
2020-01-11T12:00:00Z,18.6,82,7,3.1,Sunny
2020-01-11T13:00:00Z,22.9,39,4.1,1.5,Fog
2020-01-11T14:00:00Z,38,93,5.9,4.6,Cloudy
2020-01-11T15:00:00Z,21.1,56,4.1,6.4,Thunderstorm
2020-01-11T16:00:00Z,32.8,75,3,9.5,Rain
2020-01-11T17:00:00Z,28.3,60,6.3,12.3,Thunderstorm
2020-01-11T18:00:00Z,20.9,82,2.8,2,Cloudy
2020-01-11T19:00:00Z,6.7,39,4.9,0.5,Sunny
2020-01-11T20:00:00Z,16.8,63,4.3,3.3,Fog
2020-01-11T21:00:00Z,17.1,56,5.4,4.6,Windy
2020-01-11T22:00:00Z,22.5,65,3.6,1.6,Cloudy
2020-01-11T23:00:00Z,35,98,3.6,13.5,Rain
2020-01-12T00:00:00Z,44.9,54,4.4,5.3,Rain
2020-01-12T01:00:00Z,37.5,99,6.4,7.8,Sunny
2020-01-12T02:00:00Z,20.7,98,8,12,Cloudy
2020-01-12T03:00:00Z,4.4,61,4.8,3.9,Thunderstorm
2020-01-12T04:00:00Z,18.1,92,3.2,10.1,Rain
2020-01-12T05:00:00Z,22.9,38,6.5,8.8,Fog
2020-01-12T06:00:00Z,30.5,95,6.3,13.1,Fog
2020-01-12T07:00:00Z,31.6,81,6,11.9,Fog
2020-01-12T08:00:00Z,28.8,70,6.7,7.1,Windy
2020-01-12T09:00:00Z,8,62,2.2,10,Rain
2020-01-12T10:00:00Z,30.5,49,5.9,2,Rain
2020-01-12T11:00:00Z,17.5,99,2.4,5.1,Cloudy
2020-01-12T12:00:00Z,23.7,40,3.4,5.6,Sunny
2020-01-12T13:00:00Z,22.7,40,4.7,3.9,Sunny
2020-01-12T14:00:00Z,26.3,43,4.4,4.7,Sunny
2020-01-12T15:00:00Z,22.2,89,8.8,1.9,Rain
2020-01-12T16:00:00Z,5.3,75,3.7,4.2,Rain
2020-01-12T17:00:00Z,29.4,96,3.2,3.2,Fog
2020-01-12T18:00:00Z,25.9,82,4.1,8.7,Windy
2020-01-12T19:00:00Z,19.3,93,6.2,0.4,Cloudy
2020-01-12T20:00:00Z,23.2,52,6.6,1.7,Rain
2020-01-12T21:00:00Z,23.3,46,2.5,1.9,Rain
2020-01-12T22:00:00Z,24.2,34,1.6,1.7,Sunny
2020-01-12T23:00:00Z,38.4,44,4.8,9.5,Fog
2020-01-13T00:00:00Z,19.8,43,4.6,4.3,Sunny
2020-01-13T01:00:00Z,23.7,50,5.5,5.2,Sunny
2020-01-13T02:00:00Z,33.7,35,5,4.8,Thunderstorm
2020-01-13T03:00:00Z,32.5,33,4.4,0.8,Windy
2020-01-13T04:00:00Z,33.5,56,5.1,0.6,Fog
2020-01-13T05:00:00Z,16.2,32,3,10,Rain
2020-01-13T06:00:00Z,42,41,3.6,1,Fog
2020-01-13T07:00:00Z,22.7,57,4.4,20.3,Fog
2020-01-13T08:00:00Z,40.7,85,5.2,8.2,Windy
2020-01-13T09:00:00Z,8.5,41,2.4,2.4,Sunny
2020-01-13T10:00:00Z,22.2,96,3.6,9.4,Cloudy
2020-01-13T11:00:00Z,34.5,40,8.5,4,Rain
2020-01-13T12:00:00Z,14.8,73,6.6,12.4,Rain
2020-01-13T13:00:00Z,14.5,60,8,5.5,Rain
2020-01-13T14:00:00Z,12.6,92,0.9,0.5,Rain
2020-01-13T15:00:00Z,11.5,74,6.9,16.4,Sunny
2020-01-13T16:00:00Z,17.6,65,6.2,7,Fog
2020-01-13T17:00:00Z,25.3,31,4.5,0,Windy
2020-01-13T18:00:00Z,1.9,68,5.5,1.8,Rain
2020-01-13T19:00:00Z,24.1,72,5.2,8.3,Sunny
2020-01-13T20:00:00Z,34.4,85,6.3,1.3,Cloudy
2020-01-13T21:00:00Z,42.4,42,8.1,5.5,Fog
2020-01-13T22:00:00Z,35,53,5.7,3.1,Windy
2020-01-13T23:00:00Z,29.6,44,4.1,3.4,Thunderstorm
2020-01-14T00:00:00Z,4.7,56,5.9,1.9,Sunny
2020-01-14T01:00:00Z,16,44,5.8,0.3,Sunny
2020-01-14T02:00:00Z,18.5,55,7,2.2,Sunny
2020-01-14T03:00:00Z,29,74,2.9,1.3,Cloudy
2020-01-14T04:00:00Z,20.9,96,1.4,4.1,Rain
2020-01-14T05:00:00Z,9.4,90,1.8,22.6,Rain
2020-01-14T06:00:00Z,38.8,40,5.2,6.2,Thunderstorm
2020-01-14T07:00:00Z,31.1,48,7.8,2.1,Windy
2020-01-14T08:00:00Z,24.4,69,4.7,2.2,Fog
2020-01-14T09:00:00Z,34.2,48,6.1,2.6,Rain
2020-01-14T10:00:00Z,8.6,77,7.2,5.8,Thunderstorm
2020-01-14T11:00:00Z,28.6,97,4.2,0.8,Windy
2020-01-14T12:00:00Z,16.8,38,4.6,7.8,Thunderstorm
2020-01-14T13:00:00Z,28.8,91,6.2,0.6,Thunderstorm
2020-01-14T14:00:00Z,21.4,80,6.7,0.1,Fog
2020-01-14T15:00:00Z,28.3,64,5.2,2.3,Windy
2020-01-14T16:00:00Z,35.4,32,0.9,1,Thunderstorm
2020-01-14T17:00:00Z,22.1,56,9.3,6,Sunny
2020-01-14T18:00:00Z,32.2,63,6.4,6.6,Rain
2020-01-14T19:00:00Z,10.1,73,5.2,2.2,Rain
2020-01-14T20:00:00Z,14.8,42,3.7,0.6,Fog
2020-01-14T21:00:00Z,37.2,97,7,5.9,Rain
2020-01-14T22:00:00Z,25.8,57,7.3,7.3,Sunny
2020-01-14T23:00:00Z,1.5,70,8,3.5,Sunny
2020-01-15T00:00:00Z,8.4,76,3.1,8.1,Windy
2020-01-15T01:00:00Z,20,59,2.1,5,Windy
2020-01-15T02:00:00Z,30.7,73,5,0,Cloudy
2020-01-15T03:00:00Z,21,72,4,2.1,Thunderstorm
2020-01-15T04:00:00Z,28.2,83,5.3,0.2,Windy
2020-01-15T05:00:00Z,31.6,80,5,3.4,Cloudy
2020-01-15T06:00:00Z,38.7,89,1.3,5.7,Thunderstorm
2020-01-15T07:00:00Z,22.6,64,0.7,1.3,Cloudy
2020-01-15T08:00:00Z,21.5,58,1.6,3.6,Fog
2020-01-15T09:00:00Z,4.5,38,7,5.6,Windy
2020-01-15T10:00:00Z,23,52,4.9,4.3,Thunderstorm
2020-01-15T11:00:00Z,16.3,33,4.4,8.8,Thunderstorm
2020-01-15T12:00:00Z,12.3,61,5.4,6.1,Windy
2020-01-15T13:00:00Z,20.2,66,3.9,0.7,Rain
2020-01-15T14:00:00Z,32.1,31,2.4,0.1,Windy
2020-01-15T15:00:00Z,2.1,78,4,1.3,Windy
2020-01-15T16:00:00Z,17.7,38,5.9,0.6,Thunderstorm
2020-01-15T17:00:00Z,23.2,47,2.7,4.9,Windy
2020-01-15T18:00:00Z,13.1,42,9.3,1.6,Thunderstorm
2020-01-15T19:00:00Z,25.3,32,6,6.1,Windy
2020-01-15T20:00:00Z,26.1,66,5.5,7,Thunderstorm
2020-01-15T21:00:00Z,21.7,40,5.6,0.5,Fog
2020-01-15T22:00:00Z,-2.7,90,5.4,3.1,Fog
2020-01-15T23:00:00Z,47.7,84,2.1,12.1,Windy
2020-01-16T00:00:00Z,19.9,68,3.2,4.3,Thunderstorm
2020-01-16T01:00:00Z,28.5,37,6.6,2.5,Thunderstorm
2020-01-16T02:00:00Z,24.7,55,4.6,2.8,Rain
2020-01-16T03:00:00Z,32.2,57,5.8,5.2,Windy
2020-01-16T04:00:00Z,30.2,75,4,0.4,Thunderstorm
2020-01-16T05:00:00Z,19.9,53,3.9,5,Windy
2020-01-16T06:00:00Z,25.8,53,6.7,5.3,Windy
2020-01-16T07:00:00Z,12.5,91,5.7,1.5,Windy
2020-01-16T08:00:00Z,30.6,99,6.4,10.3,Rain
2020-01-16T09:00:00Z,17.4,46,6.2,0.1,Cloudy
2020-01-16T10:00:00Z,46.2,74,2.1,6.9,Windy
2020-01-16T11:00:00Z,5.5,30,0.8,3,Thunderstorm
2020-01-16T12:00:00Z,17.4,68,6.2,0.3,Thunderstorm
2020-01-16T13:00:00Z,30.3,47,5.7,7.3,Sunny
2020-01-16T14:00:00Z,27.1,83,5.1,4.9,Thunderstorm
2020-01-16T15:00:00Z,16.1,72,9,9.5,Thunderstorm
2020-01-16T16:00:00Z,12,49,6,1.1,Cloudy
2020-01-16T17:00:00Z,23.4,53,8.8,8.7,Sunny
2020-01-16T18:00:00Z,21.9,51,7.7,2,Sunny
2020-01-16T19:00:00Z,4.1,45,4.5,1.4,Fog
2020-01-16T20:00:00Z,22.3,88,4.5,2.3,Thunderstorm
2020-01-16T21:00:00Z,23.9,50,4.7,13.4,Windy
2020-01-16T22:00:00Z,23.7,37,8,5.8,Cloudy
2020-01-16T23:00:00Z,11.4,84,5.4,1.9,Sunny
2020-01-17T00:00:00Z,26.8,71,8.6,1.1,Fog
2020-01-17T01:00:00Z,35.8,59,4,0.3,Cloudy
2020-01-17T02:00:00Z,26.6,40,3.2,1.1,Sunny
2020-01-17T03:00:00Z,10.6,41,7.3,5.3,Fog
2020-01-17T04:00:00Z,17.6,36,6.1,1.8,Cloudy
2020-01-17T05:00:00Z,25.5,84,6.4,0.3,Fog
2020-01-17T06:00:00Z,15.5,80,8,8.8,Sunny
2020-01-17T07:00:00Z,0.4,35,4.8,0.3,Thunderstorm
2020-01-17T08:00:00Z,30.8,42,2.8,33.8,Thunderstorm
2020-01-17T09:00:00Z,13.7,77,4.2,1.4,Rain
2020-01-17T10:00:00Z,16.3,87,2.9,5.1,Rain
2020-01-17T11:00:00Z,37,55,7.7,8,Rain
2020-01-17T12:00:00Z,14.3,91,7.6,10.7,Cloudy
2020-01-17T13:00:00Z,30.5,92,3.9,3.9,Cloudy
2020-01-17T14:00:00Z,9.4,94,0.3,13.6,Fog
2020-01-17T15:00:00Z,18.5,31,6.2,2.4,Windy
2020-01-17T16:00:00Z,21.3,33,3.2,1.2,Windy
2020-01-17T17:00:00Z,10.3,51,7.8,13.4,Rain
2020-01-17T18:00:00Z,15.7,38,0.5,1.9,Cloudy
2020-01-17T19:00:00Z,21.7,96,8,17.2,Fog
2020-01-17T20:00:00Z,28.7,32,3.1,4.4,Thunderstorm
2020-01-17T21:00:00Z,5.5,43,4.1,1.6,Rain
2020-01-17T22:00:00Z,18.5,81,2.6,6,Cloudy
2020-01-17T23:00:00Z,29.6,31,5.2,18.7,Cloudy
2020-01-18T00:00:00Z,16.6,79,5.7,2.7,Thunderstorm
2020-01-18T01:00:00Z,24.3,60,3.3,12.9,Fog
2020-01-18T02:00:00Z,26.9,91,5.5,5.4,Cloudy
2020-01-18T03:00:00Z,24.7,76,6.7,3.4,Thunderstorm
2020-01-18T04:00:00Z,28.5,95,8.6,2.9,Windy
2020-01-18T05:00:00Z,20.8,86,4.3,5.2,Cloudy
2020-01-18T06:00:00Z,17.9,90,4.2,1.3,Fog
